"Time,Accel_x,Accel_y,Accel_z,Orientation_x,Orientation_y,Orientation_z,Orientation_w,Gyro_x,Gyro_y,Gyro_z"
"148344,0.00,0.01,1.03,0.0063,-0.0013,-0.0155,0.9999,-0.91,0.12,-1.10"
"148394,0.01,0.01,1.02,0.0060,-0.0012,-0.0155,0.9999,-0.85,0.12,-1.16"
"148444,0.00,0.01,1.02,0.0068,-0.0012,-0.0155,0.9999,-0.79,0.06,-1.28"
"148494,0.00,0.01,1.02,0.0063,-0.0017,-0.0155,0.9999,-0.91,0.12,-1.22"
"148544,0.00,0.01,1.02,0.0059,-0.0009,-0.0155,0.9999,-0.91,0.06,-1.10"
"148594,0.00,0.01,1.03,0.0063,-0.0011,-0.0155,0.9999,-0.98,0.06,-1.34"
"148644,-0.00,0.01,1.02,0.0063,-0.0012,-0.0155,0.9999,-0.79,0.06,-1.28"
"148694,0.00,0.02,1.03,0.0070,-0.0003,-0.0155,0.9999,-0.91,0.00,-1.16"
"148744,-0.00,0.01,1.02,0.0065,-0.0013,-0.0155,0.9999,-0.85,0.18,-1.16"
"148794,0.00,0.01,1.02,0.0060,-0.0008,-0.0155,0.9999,-0.73,0.00,-1.16"
"148844,0.00,0.01,1.02,0.0050,-0.0017,-0.0155,0.9999,-0.91,0.06,-1.22"
"148894,0.00,0.01,1.02,0.0064,-0.0007,-0.0155,0.9999,-0.98,0.00,-1.16"
"148944,0.00,0.01,1.02,0.0065,-0.0006,-0.0155,0.9999,-0.85,0.00,-1.34"
"148994,0.00,0.01,1.02,0.0059,-0.0007,-0.0155,0.9999,-0.79,0.12,-1.22"
"149044,0.00,0.01,1.02,0.0067,-0.0017,-0.0155,0.9999,-0.98,0.24,-1.16"
"149094,0.00,0.01,1.03,0.0058,-0.0005,-0.0155,0.9999,-1.04,-0.06,-1.16"
"149144,0.00,0.01,1.02,0.0062,-0.0013,-0.0155,0.9999,-0.91,0.00,-1.16"
"149194,0.01,0.01,1.02,0.0064,-0.0023,-0.0155,0.9999,-0.91,0.00,-1.28"
"149244,0.00,0.01,1.02,0.0055,-0.0008,-0.0155,0.9999,-0.98,0.18,-1.10"
"149294,0.00,0.01,1.02,0.0062,-0.0012,-0.0155,0.9999,-0.91,0.24,-1.28"
"149344,0.00,0.01,1.02,0.0056,-0.0011,-0.0155,0.9999,-1.04,0.06,-1.22"
"149394,-0.00,0.01,1.02,0.0059,-0.0013,-0.0155,0.9999,-0.79,0.12,-1.16"
"149444,0.00,0.01,1.02,0.0069,-0.0011,-0.0155,0.9999,-0.98,0.12,-1.16"
"149494,0.00,0.01,1.03,0.0055,-0.0009,-0.0155,0.9999,-0.85,0.24,-1.16"
"149544,0.00,0.01,1.03,0.0066,-0.0010,-0.0155,0.9999,-0.91,0.00,-1.22"
"149594,0.00,0.01,1.02,0.0064,-0.0012,-0.0155,0.9999,-1.04,0.18,-1.28"
"149644,0.00,0.01,1.02,0.0055,-0.0006,-0.0155,0.9999,-0.98,0.12,-1.28"
"149694,0.00,0.01,1.03,0.0060,-0.0013,-0.0155,0.9999,-0.79,0.18,-1.28"
"149744,0.00,0.01,1.03,0.0048,-0.0005,-0.0155,0.9999,-0.91,0.00,-1.10"
"149794,0.00,0.01,1.02,0.0062,-0.0010,-0.0155,0.9999,-0.91,0.12,-1.16"
"149844,0.00,0.01,1.02,0.0064,-0.0013,-0.0155,0.9999,-0.91,0.12,-1.22"
"149894,-0.00,0.01,1.02,0.0065,-0.0005,-0.0155,0.9999,-0.91,0.18,-1.28"
"149944,0.00,0.02,1.03,0.0072,-0.0008,-0.0155,0.9999,-0.85,0.18,-1.16"
"149994,0.00,0.01,1.02,0.0069,-0.0007,-0.0155,0.9999,-0.79,0.12,-1.22"
"150044,0.00,0.01,1.02,0.0070,-0.0018,-0.0155,0.9999,-1.04,0.12,-1.16"
"150094,0.00,0.01,1.02,0.0060,-0.0013,-0.0155,0.9999,-0.98,0.06,-1.22"
"150144,0.00,0.01,1.02,0.0065,-0.0016,-0.0155,0.9999,-0.98,0.06,-1.16"
"150194,0.00,0.01,1.03,0.0064,-0.0016,-0.0155,0.9999,-0.98,-0.06,-1.10"
"150244,0.01,0.01,1.02,0.0065,-0.0025,-0.0155,0.9999,-1.10,0.06,-1.16"
"150294,0.00,0.01,1.02,0.0063,-0.0010,-0.0155,0.9999,-0.98,0.06,-1.16"
"150344,0.00,0.01,1.02,0.0056,-0.0012,-0.0155,0.9999,-0.91,0.12,-1.16"
"150394,0.00,0.01,1.02,0.0062,-0.0012,-0.0155,0.9999,-0.98,0.00,-1.28"
"150444,0.00,0.01,1.02,0.0064,-0.0004,-0.0155,0.9999,-0.79,0.00,-1.28"
"150494,0.00,0.01,1.02,0.0060,-0.0007,-0.0155,0.9999,-0.67,0.12,-1.40"
"150544,0.00,0.01,1.02,0.0062,-0.0011,-0.0155,0.9999,-0.91,0.06,-1.04"
"150594,0.00,0.01,1.03,0.0056,-0.0012,-0.0155,0.9999,-0.91,0.06,-1.16"
"150644,0.00,0.01,1.03,0.0056,-0.0015,-0.0155,0.9999,-0.79,0.00,-1.28"
"150694,-0.00,0.01,1.02,0.0057,-0.0002,-0.0155,0.9999,-0.79,0.06,-1.22"
"150744,0.00,0.01,1.02,0.0058,-0.0007,-0.0155,0.9999,-0.91,0.06,-1.28"
"150794,0.00,0.01,1.02,0.0067,-0.0008,-0.0155,0.9999,-1.04,0.12,-1.10"
"150844,0.00,0.01,1.02,0.0061,-0.0008,-0.0155,0.9999,-0.79,-0.06,-1.28"
"150894,-0.00,0.01,1.02,0.0061,-0.0012,-0.0155,0.9999,-0.85,0.00,-1.28"
"150944,0.00,0.01,1.03,0.0056,-0.0019,-0.0155,0.9999,-0.85,0.18,-1.10"
"150994,0.00,0.01,1.02,0.0059,-0.0006,-0.0155,0.9999,-0.85,0.06,-1.16"
"151044,0.00,0.01,1.02,0.0053,-0.0008,-0.0155,0.9999,-0.91,0.06,-1.16"
"151094,0.00,0.01,1.02,0.0065,-0.0007,-0.0155,0.9999,-0.79,0.06,-1.34"
"151144,0.00,0.01,1.02,0.0056,-0.0014,-0.0155,0.9999,-0.98,0.06,-1.16"
"151194,0.00,0.01,1.02,0.0064,-0.0015,-0.0155,0.9999,-0.73,0.18,-1.22"
"151244,0.00,0.01,1.02,0.0065,-0.0018,-0.0155,0.9999,-0.85,0.06,-1.16"
"151294,0.00,0.01,1.02,0.0063,-0.0003,-0.0155,0.9999,-0.85,0.18,-1.28"
"151344,0.00,0.01,1.02,0.0067,-0.0015,-0.0155,0.9999,-0.91,0.00,-1.22"
"151394,0.00,0.01,1.02,0.0066,-0.0025,-0.0155,0.9999,-0.85,0.12,-1.28"
"151444,0.00,0.01,1.02,0.0054,-0.0008,-0.0155,0.9999,-0.98,0.06,-1.04"
"151494,0.00,0.01,1.02,0.0062,-0.0008,-0.0155,0.9999,-0.98,0.06,-1.22"
"151544,-0.00,0.01,1.02,0.0055,-0.0006,-0.0155,0.9999,-0.67,0.06,-1.22"
"151594,0.00,0.01,1.02,0.0056,-0.0008,-0.0155,0.9999,-0.85,0.06,-1.16"
"151644,0.00,0.01,1.02,0.0063,-0.0009,-0.0155,0.9999,-0.73,0.06,-1.10"
"151694,0.00,0.01,1.02,0.0060,-0.0010,-0.0155,0.9999,-0.85,0.00,-1.16"
"151744,0.00,0.01,1.02,0.0064,-0.0020,-0.0155,0.9999,-0.79,0.12,-1.28"
"151794,0.00,0.01,1.02,0.0058,-0.0018,-0.0155,0.9999,-0.98,0.12,-1.34"
"151844,0.00,0.01,1.02,0.0070,-0.0005,-0.0155,0.9999,-0.85,0.00,-1.16"
"151894,0.00,0.01,1.03,0.0062,-0.0018,-0.0155,0.9999,-0.79,0.00,-1.10"
"151944,0.00,0.01,1.02,0.0066,-0.0006,-0.0155,0.9999,-1.10,-0.06,-1.22"
"151994,-0.00,0.01,1.02,0.0054,-0.0009,-0.0155,0.9999,-0.91,0.06,-1.10"
"152044,0.00,0.01,1.03,0.0059,-0.0008,-0.0155,0.9999,-0.91,0.18,-1.22"
"152094,0.00,0.01,1.02,0.0063,-0.0008,-0.0155,0.9999,-0.91,0.24,-1.34"
"152144,0.00,0.01,1.02,0.0062,-0.0015,-0.0155,0.9999,-0.98,0.12,-1.04"
"152194,0.00,0.01,1.03,0.0058,-0.0018,-0.0155,0.9999,-1.04,0.00,-1.22"
"152244,0.00,0.01,1.03,0.0065,-0.0012,-0.0155,0.9999,-0.85,0.24,-1.16"
"152294,0.00,0.01,1.03,0.0065,-0.0013,-0.0155,0.9999,-0.85,0.06,-1.34"
"152344,0.00,0.01,1.02,0.0058,-0.0013,-0.0155,0.9999,-0.85,0.12,-1.40"
"152394,0.00,0.01,1.03,0.0058,-0.0022,-0.0155,0.9999,-0.91,0.00,-1.28"
"152444,0.00,0.01,1.02,0.0066,-0.0011,-0.0155,0.9999,-1.04,0.00,-1.28"
"152494,0.00,0.01,1.02,0.0063,-0.0005,-0.0155,0.9999,-0.85,0.18,-1.22"
"152544,0.01,0.01,1.02,0.0059,-0.0011,-0.0155,0.9999,-0.91,0.12,-1.22"
"152594,0.01,0.01,1.02,0.0053,-0.0012,-0.0155,0.9999,-0.85,-0.12,-1.16"
"152644,0.00,0.01,1.02,0.0056,-0.0006,-0.0155,0.9999,-0.79,0.06,-1.34"
"152694,0.00,0.01,1.02,0.0065,-0.0016,-0.0155,0.9999,-0.85,0.12,-1.40"
"152744,0.00,0.01,1.02,0.0063,-0.0013,-0.0155,0.9999,-0.98,0.18,-1.22"
"152794,0.01,0.01,1.02,0.0056,-0.0028,-0.0155,0.9999,-0.91,0.12,-1.10"
"152844,0.00,0.01,1.03,0.0060,-0.0017,-0.0155,0.9999,-1.04,0.12,-1.10"
"152894,0.00,0.01,1.02,0.0055,-0.0005,-0.0155,0.9999,-0.91,0.18,-1.16"
"152944,0.00,0.01,1.02,0.0058,-0.0007,-0.0155,0.9999,-0.98,0.24,-1.16"
"152994,0.00,0.02,1.02,0.0073,-0.0006,-0.0155,0.9999,-0.85,0.12,-1.16"
"153044,0.00,0.01,1.02,0.0060,-0.0019,-0.0155,0.9999,-0.91,0.00,-1.16"
"153094,0.00,0.01,1.02,0.0057,-0.0012,-0.0155,0.9999,-0.67,-0.06,-1.28"
"153144,0.00,0.01,1.02,0.0056,-0.0009,-0.0155,0.9999,-0.91,0.06,-1.16"
"153194,0.00,0.02,1.02,0.0074,-0.0009,-0.0155,0.9999,-0.85,0.18,-1.16"
"153244,0.00,0.01,1.02,0.0063,-0.0011,-0.0155,0.9999,-0.91,0.18,-1.22"
"153294,0.00,0.01,1.02,0.0068,-0.0006,-0.0155,0.9999,-0.85,0.06,-1.16"
"153344,0.00,0.01,1.02,0.0067,-0.0010,-0.0155,0.9999,-0.91,0.12,-1.28"
"153394,0.00,0.01,1.03,0.0066,-0.0011,-0.0155,0.9999,-0.79,0.00,-1.16"
"153444,-0.00,0.01,1.02,0.0058,-0.0010,-0.0155,0.9999,-0.98,0.18,-1.22"
"153494,0.00,0.01,1.02,0.0059,-0.0015,-0.0155,0.9999,-0.85,0.06,-1.28"
"153544,-0.00,0.01,1.02,0.0059,-0.0001,-0.0155,0.9999,-0.98,0.12,-1.10"
"153594,0.00,0.01,1.02,0.0059,-0.0012,-0.0155,0.9999,-0.79,0.12,-1.28"
"153644,0.01,0.01,1.02,0.0053,-0.0023,-0.0155,0.9999,-0.73,0.12,-1.22"
"153694,0.00,0.01,1.03,0.0072,-0.0008,-0.0155,0.9999,-0.85,0.06,-1.10"
"153744,0.00,0.01,1.02,0.0062,-0.0011,-0.0155,0.9999,-0.79,0.12,-1.10"
"153794,0.00,0.01,1.02,0.0062,-0.0016,-0.0155,0.9999,-0.98,0.24,-1.16"
"153844,0.00,0.01,1.02,0.0060,-0.0015,-0.0155,0.9999,-0.85,0.24,-1.28"
"153894,0.00,0.01,1.02,0.0066,-0.0016,-0.0155,0.9999,-0.85,0.12,-1.04"
"153944,0.00,0.01,1.02,0.0061,-0.0014,-0.0155,0.9999,-0.91,0.18,-1.22"
"153994,0.00,0.01,1.02,0.0060,-0.0016,-0.0155,0.9999,-0.98,0.18,-1.16"
"154044,-0.00,0.01,1.02,0.0060,-0.0009,-0.0155,0.9999,-0.91,0.24,-1.16"
"154094,0.00,0.01,1.02,0.0067,-0.0005,-0.0155,0.9999,-0.91,0.24,-1.28"
"154144,0.00,0.01,1.02,0.0065,-0.0008,-0.0155,0.9999,-0.85,-0.06,-1.28"
"154194,0.00,0.01,1.02,0.0065,-0.0010,-0.0155,0.9999,-0.98,0.12,-1.16"
"154244,0.00,0.01,1.02,0.0064,-0.0008,-0.0155,0.9999,-0.85,0.06,-1.28"
"154294,-0.00,0.01,1.02,0.0058,-0.0007,-0.0155,0.9999,-0.91,0.06,-1.16"
"154344,0.00,0.01,1.02,0.0057,-0.0017,-0.0155,0.9999,-1.04,0.00,-1.10"
"154394,0.00,0.01,1.02,0.0063,-0.0023,-0.0155,0.9999,-0.91,0.00,-1.10"
"154444,0.00,0.01,1.02,0.0061,-0.0007,-0.0155,0.9999,-0.98,0.06,-1.16"
"154494,0.00,0.01,1.02,0.0063,-0.0011,-0.0155,0.9999,-0.91,-0.06,-1.28"
"154544,0.00,0.02,1.02,0.0074,-0.0015,-0.0155,0.9999,-1.04,0.18,-1.10"
"154594,-0.00,0.01,1.02,0.0061,-0.0009,-0.0155,0.9999,-0.91,0.12,-1.28"
"154644,0.00,0.01,1.02,0.0058,-0.0007,-0.0155,0.9999,-0.98,0.12,-1.28"
"154694,0.00,0.01,1.02,0.0062,-0.0017,-0.0155,0.9999,-0.91,0.06,-1.10"
"154744,0.00,0.01,1.02,0.0062,-0.0010,-0.0155,0.9999,-0.91,0.24,-1.04"
"154794,0.00,0.01,1.02,0.0063,-0.0009,-0.0155,0.9999,-0.91,0.06,-1.16"
"154844,-0.00,0.01,1.02,0.0063,-0.0010,-0.0155,0.9999,-0.91,0.18,-1.28"
"154894,0.00,0.01,1.03,0.0064,-0.0008,-0.0155,0.9999,-0.73,0.06,-1.28"
"154944,0.00,0.01,1.03,0.0061,-0.0010,-0.0155,0.9999,-0.91,0.18,-1.22"
"154994,0.00,0.01,1.02,0.0052,-0.0019,-0.0155,0.9999,-0.67,0.18,-1.10"
"155044,0.00,0.01,1.02,0.0062,-0.0007,-0.0155,0.9999,-0.85,0.12,-1.16"
"155094,0.00,0.01,1.02,0.0056,-0.0015,-0.0155,0.9999,-0.85,0.18,-1.16"
"155144,0.00,0.01,1.02,0.0065,-0.0007,-0.0155,0.9999,-0.79,0.06,-1.10"
"155194,0.00,0.01,1.02,0.0066,-0.0014,-0.0155,0.9999,-0.79,0.00,-1.16"
"155244,0.01,0.01,1.02,0.0066,-0.0022,-0.0155,0.9999,-0.79,0.12,-1.28"
"155294,0.00,0.01,1.02,0.0049,-0.0019,-0.0155,0.9999,-0.91,0.12,-1.22"
"155344,0.00,0.01,1.02,0.0058,-0.0013,-0.0155,0.9999,-0.79,-0.06,-1.22"
"155394,0.00,0.01,1.02,0.0057,-0.0009,-0.0155,0.9999,-0.85,0.00,-1.28"
"155444,0.00,0.02,1.02,0.0073,-0.0010,-0.0155,0.9999,-1.04,0.12,-1.16"
"155494,0.00,0.01,1.02,0.0059,-0.0010,-0.0155,0.9999,-0.91,0.12,-1.22"
"155544,-0.00,0.01,1.02,0.0061,-0.0005,-0.0155,0.9999,-0.91,0.12,-1.16"
"155594,0.00,0.01,1.02,0.0064,-0.0012,-0.0155,0.9999,-0.85,0.06,-1.22"
"155644,0.00,0.01,1.02,0.0052,-0.0004,-0.0155,0.9999,-0.98,0.18,-1.22"
"155694,0.00,0.01,1.02,0.0063,-0.0011,-0.0155,0.9999,-0.85,0.18,-1.34"
"155744,0.00,0.01,1.02,0.0063,-0.0006,-0.0155,0.9999,-0.85,0.06,-1.16"
"155794,0.00,0.02,1.02,0.0074,-0.0014,-0.0155,0.9999,-0.73,0.06,-1.22"
"155844,0.00,0.02,1.02,0.0064,-0.0014,-0.0155,0.9999,-1.04,0.06,-1.22"
"155894,0.00,0.01,1.02,0.0060,-0.0012,-0.0155,0.9999,-0.79,0.06,-1.10"
"155944,0.00,0.02,1.02,0.0064,-0.0013,-0.0155,0.9999,-0.79,0.12,-1.28"
"155994,0.00,0.01,1.02,0.0063,-0.0021,-0.0155,0.9999,-0.85,0.18,-1.22"
"156044,0.00,0.01,1.02,0.0064,-0.0013,-0.0155,0.9999,-0.67,0.00,-1.22"
"156094,0.00,0.01,1.02,0.0061,-0.0013,-0.0155,0.9999,-0.79,0.06,-1.22"
"156144,0.01,0.01,1.02,0.0063,-0.0019,-0.0155,0.9999,-0.73,0.12,-1.22"
"156194,0.00,0.01,1.02,0.0060,-0.0006,-0.0155,0.9999,-0.85,0.00,-1.10"
"156244,0.00,0.01,1.02,0.0069,-0.0009,-0.0155,0.9999,-0.73,0.30,-1.04"
"156294,0.00,0.01,1.02,0.0067,-0.0007,-0.0155,0.9999,-0.79,0.24,-1.16"
"156344,0.00,0.01,1.03,0.0058,-0.0017,-0.0155,0.9999,-0.85,0.06,-1.22"
"156394,0.00,0.01,1.02,0.0064,-0.0012,-0.0155,0.9999,-0.91,0.06,-1.22"
"156444,0.00,0.01,1.02,0.0060,-0.0015,-0.0155,0.9999,-0.73,0.00,-1.10"
"156494,0.00,0.01,1.03,0.0052,-0.0013,-0.0155,0.9999,-0.85,0.00,-1.10"
"156544,0.01,0.01,1.02,0.0062,-0.0020,-0.0155,0.9999,-1.04,0.18,-1.22"
"156594,0.00,0.01,1.03,0.0062,-0.0011,-0.0155,0.9999,-0.91,0.00,-1.28"
"156644,0.00,0.02,1.02,0.0072,-0.0009,-0.0155,0.9999,-0.85,0.00,-1.28"
"156694,0.00,0.01,1.02,0.0065,-0.0010,-0.0155,0.9999,-0.91,0.06,-1.22"
"156744,0.00,0.01,1.02,0.0067,-0.0006,-0.0155,0.9999,-0.79,0.12,-1.16"
"156794,0.01,0.01,1.02,0.0064,-0.0015,-0.0155,0.9999,-0.91,0.06,-1.16"
"156844,0.00,0.01,1.03,0.0063,-0.0024,-0.0155,0.9999,-0.98,0.06,-1.10"
"156894,0.01,0.01,1.02,0.0071,-0.0026,-0.0155,0.9999,-0.49,0.24,-1.04"
"156944,0.00,0.01,1.02,0.0067,-0.0014,-0.0155,0.9999,-0.85,0.12,-1.16"
"156994,0.00,0.01,1.01,0.0067,-0.0015,-0.0155,0.9999,-0.91,0.06,-1.16"
"157044,-0.00,0.01,1.01,0.0060,-0.0006,-0.0155,0.9999,-0.98,0.12,-1.22"
"157094,0.00,0.01,1.02,0.0065,-0.0008,-0.0155,0.9999,-0.91,0.18,-1.22"
"157144,0.00,0.01,1.02,0.0059,-0.0013,-0.0155,0.9999,-0.73,0.18,-1.16"
"157194,0.00,0.01,1.02,0.0067,-0.0014,-0.0155,0.9999,-0.79,0.00,-1.16"
"157244,0.00,0.01,1.02,0.0060,-0.0008,-0.0155,0.9999,-0.98,0.06,-1.16"
"157294,0.00,0.01,1.02,0.0065,-0.0020,-0.0155,0.9999,-0.73,0.12,-1.22"
"157344,0.00,0.01,1.03,0.0068,-0.0012,-0.0155,0.9999,-0.79,0.12,-1.16"
"157394,0.00,0.01,1.02,0.0067,-0.0010,-0.0155,0.9999,-0.85,0.18,-1.04"
"157444,0.00,0.01,1.03,0.0063,-0.0014,-0.0155,0.9999,-0.73,0.18,-1.16"
"157494,0.00,0.01,1.02,0.0063,-0.0010,-0.0155,0.9999,-0.73,0.24,-1.22"
"157544,0.00,0.01,1.02,0.0067,-0.0012,-0.0155,0.9999,-1.10,0.24,-1.10"
"157594,0.00,0.01,1.02,0.0059,-0.0010,-0.0155,0.9999,-1.10,0.24,-1.22"
"157644,-0.00,0.01,1.02,0.0064,-0.0006,-0.0155,0.9999,-0.79,0.12,-1.28"
"157694,0.00,0.01,1.02,0.0056,-0.0013,-0.0155,0.9999,-0.91,0.18,-1.16"
"157744,0.00,0.01,1.02,0.0056,-0.0013,-0.0155,0.9999,-0.79,0.12,-1.10"
"157794,0.00,0.01,1.03,0.0062,-0.0011,-0.0155,0.9999,-0.98,0.24,-1.34"
"157844,0.00,0.02,1.03,0.0067,-0.0008,-0.0155,0.9999,-0.85,0.06,-1.16"
"157894,0.00,0.02,1.02,0.0071,-0.0014,-0.0155,0.9999,-0.91,0.06,-1.28"
"157944,0.01,0.01,1.02,0.0068,-0.0024,-0.0155,0.9999,-0.85,0.06,-1.16"
"157994,0.00,0.02,1.02,0.0068,-0.0016,-0.0155,0.9999,-0.73,0.06,-1.10"
"158044,0.00,0.01,1.02,0.0066,-0.0005,-0.0155,0.9999,-0.85,0.12,-1.10"
"158094,0.00,0.01,1.02,0.0057,-0.0020,-0.0155,0.9999,-0.91,-0.06,-1.22"
"158144,-0.00,0.01,1.02,0.0067,-0.0008,-0.0155,0.9999,-0.73,0.06,-1.28"
"158194,0.00,0.01,1.03,0.0058,-0.0014,-0.0155,0.9999,-1.10,0.06,-1.10"
"158244,0.00,0.01,1.02,0.0064,-0.0005,-0.0155,0.9999,-0.55,0.18,-1.10"
"158294,-0.00,0.01,1.02,0.0060,-0.0010,-0.0155,0.9999,-0.85,0.12,-1.22"
"158344,0.00,0.01,1.02,0.0055,-0.0012,-0.0155,0.9999,-0.91,0.06,-1.40"
"158394,0.00,0.01,1.02,0.0072,-0.0005,-0.0155,0.9999,-1.04,0.06,-1.04"
"158444,0.00,0.01,1.02,0.0071,-0.0015,-0.0155,0.9999,-0.85,0.24,-1.16"
"158494,0.00,0.01,1.02,0.0067,-0.0014,-0.0155,0.9999,-0.79,0.12,-1.22"
"158544,0.00,0.01,1.02,0.0064,-0.0007,-0.0155,0.9999,-0.91,0.06,-1.16"
"158594,0.00,0.01,1.02,0.0052,-0.0010,-0.0155,0.9999,-0.85,0.12,-1.28"
"158644,0.00,0.01,1.02,0.0065,-0.0016,-0.0155,0.9999,-0.91,0.24,-1.22"
"158694,0.00,0.01,1.02,0.0068,-0.0008,-0.0155,0.9999,-0.85,0.00,-1.10"
"158744,0.01,0.01,1.02,0.0068,-0.0021,-0.0155,0.9999,-0.91,0.12,-1.34"
"158794,0.00,0.01,1.02,0.0058,-0.0025,-0.0155,0.9999,-0.91,0.24,-1.10"
"158844,-0.00,0.01,1.02,0.0065,-0.0008,-0.0155,0.9999,-0.91,0.06,-1.40"
"158894,0.00,0.01,1.03,0.0071,-0.0010,-0.0155,0.9999,-0.85,0.06,-1.16"
"158944,0.00,0.01,1.03,0.0062,-0.0021,-0.0155,0.9999,-0.85,0.24,-1.04"
"158994,0.00,0.01,1.02,0.0060,-0.0014,-0.0155,0.9999,-0.79,0.12,-1.28"
"159044,0.00,0.01,1.03,0.0057,-0.0007,-0.0155,0.9999,-0.91,0.12,-1.10"
"159094,0.00,0.01,1.02,0.0062,-0.0001,-0.0155,0.9999,-0.91,0.18,-1.16"
"159144,0.01,0.01,1.02,0.0053,-0.0021,-0.0155,0.9999,-0.85,0.06,-1.28"
"159194,0.00,0.01,1.02,0.0063,-0.0011,-0.0155,0.9999,-0.91,0.24,-1.16"
"159244,0.00,0.01,1.02,0.0059,-0.0015,-0.0155,0.9999,-0.79,0.18,-1.22"
"159294,0.00,0.01,1.02,0.0063,-0.0009,-0.0155,0.9999,-0.85,0.12,-1.16"
"159344,0.00,0.01,1.02,0.0065,-0.0013,-0.0155,0.9999,-0.79,0.00,-1.22"
"159394,0.00,0.01,1.03,0.0065,-0.0018,-0.0155,0.9999,-0.91,0.00,-1.28"
"159444,0.00,0.01,1.03,0.0069,-0.0011,-0.0155,0.9999,-0.79,0.06,-1.10"
"159494,0.00,0.01,1.02,0.0062,-0.0013,-0.0155,0.9999,-0.85,0.18,-1.22"
"159544,0.00,0.01,1.02,0.0063,-0.0015,-0.0155,0.9999,-0.91,0.12,-1.22"
"159594,0.00,0.01,1.02,0.0057,-0.0014,-0.0155,0.9999,-0.79,0.12,-1.22"
"159644,0.00,0.01,1.02,0.0054,-0.0013,-0.0155,0.9999,-0.85,0.18,-1.34"
"159694,-0.00,0.01,1.02,0.0065,-0.0004,-0.0155,0.9999,-0.85,0.00,-1.34"
"159744,-0.00,0.01,1.02,0.0064,-0.0004,-0.0155,0.9999,-0.85,0.12,-1.34"
"159794,0.00,0.02,1.02,0.0063,-0.0011,-0.0155,0.9999,-0.73,0.00,-1.22"
"159844,0.00,0.01,1.03,0.0066,-0.0016,-0.0155,0.9999,-0.85,0.18,-1.16"
"159894,0.00,0.01,1.02,0.0053,-0.0021,-0.0155,0.9999,-0.98,0.06,-1.16"
"159944,0.00,0.01,1.02,0.0060,-0.0013,-0.0155,0.9999,-0.85,0.12,-1.22"
"159994,0.00,0.01,1.02,0.0067,-0.0016,-0.0155,0.9999,-0.91,0.06,-1.10"
"160044,0.01,0.01,1.02,0.0059,-0.0017,-0.0155,0.9999,-0.98,0.12,-1.16"
"160094,0.00,0.01,1.02,0.0061,-0.0012,-0.0155,0.9999,-0.98,0.06,-1.16"
"160144,0.00,0.01,1.02,0.0067,-0.0015,-0.0155,0.9999,-0.85,-0.06,-1.22"
"160194,0.00,0.01,1.02,0.0062,-0.0017,-0.0155,0.9999,-0.79,0.06,-1.22"
"160244,0.00,0.01,1.02,0.0063,-0.0018,-0.0155,0.9999,-0.85,0.06,-1.28"
"160294,0.00,0.01,1.03,0.0060,-0.0016,-0.0155,0.9999,-0.85,0.06,-1.28"
"160344,0.00,0.01,1.02,0.0067,-0.0014,-0.0155,0.9999,-0.98,0.30,-1.16"
"160394,0.00,0.01,1.02,0.0064,-0.0005,-0.0155,0.9999,-0.91,0.12,-1.22"
"160444,-0.00,0.01,1.02,0.0052,-0.0002,-0.0155,0.9999,-1.04,0.00,-1.10"
"160494,0.00,0.01,1.02,0.0062,-0.0020,-0.0155,0.9999,-0.91,0.18,-1.28"
"160544,0.00,0.01,1.02,0.0066,-0.0010,-0.0155,0.9999,-0.91,-0.06,-1.34"
"160594,0.00,0.01,1.02,0.0059,-0.0023,-0.0155,0.9999,-0.85,0.06,-1.10"
"160644,0.00,0.01,1.02,0.0065,-0.0012,-0.0155,0.9999,-0.79,-0.06,-1.28"
"160694,0.00,0.01,1.02,0.0059,-0.0006,-0.0155,0.9999,-0.85,0.12,-1.22"
"160744,0.00,0.01,1.02,0.0062,-0.0012,-0.0155,0.9999,-0.91,0.12,-1.22"
"160794,0.00,0.01,1.02,0.0065,-0.0005,-0.0155,0.9999,-1.04,0.18,-1.16"
"160844,0.00,0.01,1.02,0.0062,-0.0007,-0.0155,0.9999,-0.79,0.12,-1.16"
"160894,0.00,0.01,1.02,0.0066,-0.0016,-0.0155,0.9999,-0.79,0.18,-1.10"
"160944,0.00,0.01,1.02,0.0062,-0.0008,-0.0155,0.9999,-0.91,0.06,-1.34"
"160994,0.00,0.01,1.02,0.0058,-0.0018,-0.0155,0.9999,-0.98,0.06,-1.22"
"161044,0.00,0.01,1.02,0.0060,-0.0010,-0.0155,0.9999,-0.79,0.18,-1.16"
"161094,0.00,0.01,1.02,0.0050,-0.0006,-0.0155,0.9999,-0.73,0.18,-1.34"
"161144,0.00,0.01,1.02,0.0071,-0.0006,-0.0155,0.9999,-0.85,0.12,-1.16"
"161194,0.00,0.01,1.02,0.0057,-0.0017,-0.0155,0.9999,-0.91,0.00,-1.28"
"161244,0.00,0.01,1.02,0.0057,-0.0021,-0.0155,0.9999,-0.79,0.06,-1.10"
"161294,0.00,0.01,1.02,0.0066,-0.0005,-0.0155,0.9999,-0.73,0.06,-1.10"
"161344,0.00,0.01,1.02,0.0062,-0.0006,-0.0155,0.9999,-0.85,0.24,-1.22"
"161394,0.00,0.01,1.03,0.0065,-0.0013,-0.0155,0.9999,-0.85,0.24,-1.10"
