timestamp,log_level,message
2024-10-17 12:28:56,INFO,"Calculated Dynamic ZMP: x=-7.17569697121, y=-42.5646195375"
2024-10-17 12:28:56,INFO,"Calculated Dynamic CoM: x=1.38790712429, y=-1.33153760557, z=26.1060918044"
2024-10-17 12:28:56,INFO,"Projected CoM on the ground: x=1.38790712429, y=-1.33153760557"
2024-10-17 12:28:56,INFO,"Calculated Dynamic ZMP: x=-4.47300520311, y=17.7216057321"
2024-10-17 12:28:56,INFO,"Calculated Dynamic CoM: x=5.09088339346, y=-1.5628019187, z=25.5938238199"
2024-10-17 12:28:56,INFO,"Projected CoM on the ground: x=5.09088339346, y=-1.5628019187"
2024-10-17 12:28:56,INFO,"Calculated Dynamic ZMP: x=103.167434238, y=-52.7358979739"
2024-10-17 12:28:56,INFO,"Calculated Dynamic CoM: x=1.5113338805, y=-1.02762281461, z=26.0377924553"
2024-10-17 12:28:56,INFO,"Projected CoM on the ground: x=1.5113338805, y=-1.02762281461"
2024-10-17 12:28:56,INFO,"Calculated Dynamic ZMP: x=-6.8984749405, y=1.27257051604"
2024-10-17 12:28:56,INFO,"Calculated Dynamic CoM: x=-3.86719371324, y=-1.31574036746, z=25.7254323011"
2024-10-17 12:28:56,INFO,"Projected CoM on the ground: x=-3.86719371324, y=-1.31574036746"
2024-10-17 12:28:56,INFO,"Calculated Dynamic ZMP: x=-23.7364412671, y=9.25094958419"
2024-10-17 12:28:56,INFO,"Calculated Dynamic CoM: x=9.83668502828, y=1.49696025564, z=24.1150995075"
2024-10-17 12:28:56,INFO,"Projected CoM on the ground: x=9.83668502828, y=1.49696025564"
2024-10-17 12:28:56,INFO,"Calculated Dynamic ZMP: x=-35.7293742464, y=-25.9352679539"
2024-10-17 12:28:56,INFO,"Calculated Dynamic CoM: x=2.23544575053, y=-0.957272764956, z=26.0417346567"
2024-10-17 12:28:56,INFO,"Projected CoM on the ground: x=2.23544575053, y=-0.957272764956"
2024-10-17 12:28:56,INFO,"Calculated Dynamic ZMP: x=-13.7980217572, y=-4.59102255175"
2024-10-17 12:28:56,INFO,"Calculated Dynamic CoM: x=-1.35800744001, y=-0.884125351843, z=26.1368526964"
2024-10-17 12:28:56,INFO,"Projected CoM on the ground: x=-1.35800744001, y=-0.884125351843"
2024-10-17 12:28:56,INFO,"Calculated Dynamic ZMP: x=265.521933634, y=523.281694592"
2024-10-17 12:28:57,INFO,"Calculated Dynamic CoM: x=5.76082850571, y=-1.59239653372, z=25.4568763543"
2024-10-17 12:28:57,INFO,"Projected CoM on the ground: x=5.76082850571, y=-1.59239653372"
2024-10-17 12:28:57,INFO,"Calculated Dynamic ZMP: x=103.780263655, y=-43.7882188248"
2024-10-17 12:28:57,INFO,"Calculated Dynamic CoM: x=3.86098935972, y=-1.15156692487, z=25.8005583182"
2024-10-17 12:28:57,INFO,"Projected CoM on the ground: x=3.86098935972, y=-1.15156692487"
2024-10-17 12:28:57,INFO,"Calculated Dynamic ZMP: x=-18.9510018105, y=4.53795127709"
2024-10-17 12:28:57,INFO,"Calculated Dynamic CoM: x=-4.059257408, y=-0.982353278306, z=25.7217853778"
2024-10-17 12:28:57,INFO,"Projected CoM on the ground: x=-4.059257408, y=-0.982353278306"
2024-10-17 12:28:57,INFO,"Calculated Dynamic ZMP: x=-18.4013920997, y=-1.42923757995"
2024-10-17 12:28:57,INFO,"Calculated Dynamic CoM: x=9.21007970004, y=1.17629609229, z=24.3632798635"
2024-10-17 12:28:57,INFO,"Projected CoM on the ground: x=9.21007970004, y=1.17629609229"
2024-10-17 12:28:57,INFO,"Calculated Dynamic ZMP: x=-65.9827155457, y=-44.6423666617"
2024-10-17 12:28:57,INFO,"Calculated Dynamic CoM: x=5.16964003037, y=-0.839870006255, z=25.608017135"
2024-10-17 12:28:57,INFO,"Projected CoM on the ground: x=5.16964003037, y=-0.839870006255"
2024-10-17 12:28:57,INFO,"Calculated Dynamic ZMP: x=-91.8523422944, y=-15.7726264132"
2024-10-17 12:28:57,INFO,"Calculated Dynamic CoM: x=3.15736699995, y=-2.24579015872, z=25.8883740252"
2024-10-17 12:28:57,INFO,"Projected CoM on the ground: x=3.15736699995, y=-2.24579015872"
2024-10-17 12:28:57,INFO,"Calculated Dynamic ZMP: x=-26.6139589592, y=68.05126651"
2024-10-17 12:28:57,INFO,"Calculated Dynamic CoM: x=3.22611872103, y=-1.32596147029, z=25.9132312741"
2024-10-17 12:28:57,INFO,"Projected CoM on the ground: x=3.22611872103, y=-1.32596147029"
2024-10-17 12:28:57,INFO,"Calculated Dynamic ZMP: x=45.1797114439, y=-32.5652366066"
2024-10-17 12:28:57,INFO,"Calculated Dynamic CoM: x=2.78737489442, y=-1.02955861876, z=25.9342137483"
2024-10-17 12:28:57,INFO,"Projected CoM on the ground: x=2.78737489442, y=-1.02955861876"
2024-10-17 12:28:57,INFO,"Calculated Dynamic ZMP: x=-8.50761065051, y=-0.0214940157031"
2024-10-17 12:28:57,INFO,"Calculated Dynamic CoM: x=-2.50975324903, y=-1.44163094228, z=25.8967535864"
2024-10-17 12:28:57,INFO,"Projected CoM on the ground: x=-2.50975324903, y=-1.44163094228"
2024-10-17 12:28:57,INFO,"Calculated Dynamic ZMP: x=-13.2449188089, y=16.2297196428"
2024-10-17 12:28:57,INFO,"Calculated Dynamic CoM: x=7.27049460038, y=0.557917157106, z=25.0427915846"
2024-10-17 12:28:57,INFO,"Projected CoM on the ground: x=7.27049460038, y=0.557917157106"
2024-10-17 12:28:57,INFO,"Calculated Dynamic ZMP: x=485.49079027, y=349.224678964"
2024-10-17 12:28:58,INFO,"Calculated Dynamic CoM: x=4.89489855887, y=-1.25838369823, z=25.6291822585"
2024-10-17 12:28:58,INFO,"Projected CoM on the ground: x=4.89489855887, y=-1.25838369823"
2024-10-17 12:28:58,INFO,"Calculated Dynamic ZMP: x=-37.459031084, y=9.95459914576"
2024-10-17 12:28:58,INFO,"Calculated Dynamic CoM: x=1.16189194374, y=-1.18249177772, z=26.1245031493"
2024-10-17 12:28:58,INFO,"Projected CoM on the ground: x=1.16189194374, y=-1.18249177772"
2024-10-17 12:28:58,INFO,"Calculated Dynamic ZMP: x=7.82921551632, y=-19.1122340156"
2024-10-17 12:28:58,INFO,"Calculated Dynamic CoM: x=6.92942532969, y=-2.09143747302, z=25.1378078434"
2024-10-17 12:28:58,INFO,"Projected CoM on the ground: x=6.92942532969, y=-2.09143747302"
2024-10-17 12:28:58,INFO,"Calculated Dynamic ZMP: x=123.010765719, y=-63.8998837532"
2024-10-17 12:28:58,INFO,"Calculated Dynamic CoM: x=5.37461448842, y=-1.44210211735, z=25.5229265626"
2024-10-17 12:28:58,INFO,"Projected CoM on the ground: x=5.37461448842, y=-1.44210211735"
2024-10-17 12:28:58,INFO,"Calculated Dynamic ZMP: x=-17.1402663545, y=6.93305297335"
2024-10-17 12:28:58,INFO,"Calculated Dynamic CoM: x=-5.45888451817, y=-0.489379293978, z=25.4809653825"
2024-10-17 12:28:58,INFO,"Projected CoM on the ground: x=-5.45888451817, y=-0.489379293978"
2024-10-17 12:28:58,INFO,"Calculated Dynamic ZMP: x=-34.0892250418, y=-13.4660166142"
2024-10-17 12:28:58,INFO,"Calculated Dynamic CoM: x=6.42353661648, y=0.413397530734, z=25.2779489088"
2024-10-17 12:28:58,INFO,"Projected CoM on the ground: x=6.42353661648, y=0.413397530734"
2024-10-17 12:28:58,INFO,"Calculated Dynamic ZMP: x=4386.76706883, y=3759.21982367"
2024-10-17 12:28:58,INFO,"Calculated Dynamic CoM: x=6.10929959717, y=-1.12368102403, z=25.3878100085"
2024-10-17 12:28:58,INFO,"Projected CoM on the ground: x=6.10929959717, y=-1.12368102403"
2024-10-17 12:28:58,INFO,"Calculated Dynamic ZMP: x=-81.2187899611, y=5.975435282"
2024-10-17 12:28:58,INFO,"Calculated Dynamic CoM: x=1.97475998882, y=-1.28579468665, z=26.0687627507"
2024-10-17 12:28:58,INFO,"Projected CoM on the ground: x=1.97475998882, y=-1.28579468665"
2024-10-17 12:28:58,INFO,"Calculated Dynamic ZMP: x=8.79565031408, y=-12.3143233892"
2024-10-17 12:28:58,INFO,"Calculated Dynamic CoM: x=7.45742049675, y=-1.96941841254, z=24.9838806316"
2024-10-17 12:28:58,INFO,"Projected CoM on the ground: x=7.45742049675, y=-1.96941841254"
2024-10-17 12:28:58,INFO,"Calculated Dynamic ZMP: x=160.846997461, y=-65.1956001626"
2024-10-17 12:28:58,INFO,"Calculated Dynamic CoM: x=6.39084247569, y=-1.76487195455, z=25.2554128311"
2024-10-17 12:28:58,INFO,"Projected CoM on the ground: x=6.39084247569, y=-1.76487195455"
2024-10-17 12:28:58,INFO,"Calculated Dynamic ZMP: x=-9.46782228005, y=5.32161053769"
2024-10-17 12:28:59,INFO,"Calculated Dynamic CoM: x=-1.93195524511, y=-0.924057206423, z=25.9828304831"
2024-10-17 12:28:59,INFO,"Projected CoM on the ground: x=-1.93195524511, y=-0.924057206423"
2024-10-17 12:28:59,INFO,"Calculated Dynamic ZMP: x=-8.29517145956, y=-4.64408004513"
2024-10-17 12:28:59,INFO,"Calculated Dynamic CoM: x=7.23996279367, y=0.798213529813, z=25.0490818135"
